label,x,y,z
sofa,-3.664786150057412,3.194256901625009,2.0008172991211994
sofa,-0.7303032434108377,1.6755612807356257,0.8161970492436613
chair,-3.664786150057412,3.194256901625009,2.0008172991211994
sofa,-0.6519479113906995,1.83654976949999,0.6765721824584554
chair,-3.555969589114513,3.7715057483330554,1.7851816910475131
person,-4.260550274706294,3.3080388336962088,1.772197717510538
person,-2.0353677256304312,12.104888167797254,6.3839884463573995
sofa,-0.6378448766666176,1.8425925508307965,0.6877214938069283
chair,-0.817422747262747,1.8152502098568473,0.7132158738596857
chair,-3.5272106666302676,3.838662226745214,1.9593529308860975
person,-4.382031015991515,3.394193515710139,1.8337598134436135
person,-1.4493921094897573,12.872028325300402,6.69074874261819
sofa,-0.6549132042365757,1.8423405643912256,0.6873178071554304
chair,-13.733399380632314,21.62355461302745,12.223197289638767
chair,-3.6140482844751873,3.858796289146876,1.85394825422578
chair,-0.8198622534993705,1.8200539024723157,0.7098977025245461
person,-4.23368644001113,3.2969888527113156,1.7640371165835957
person,-1.093176779187095,15.281987527894056,7.5483010214823985
sofa,-0.3861241445647021,2.123312703195225,0.7806378177344586
sofa,-0.6406405949122234,1.8409784421491178,0.6877214938069283
chair,-3.6191521266161084,3.8996803369171698,1.8402021713957633
chair,-10.798151779912628,16.934589637686027,9.602644595763657
chair,-0.8355394212763695,1.814454920486072,0.7127192469528132
person,-4.186250779065082,3.2445252960750395,1.7438125956398387
person,-0.8621836692089495,17.923666660272154,7.713827720715457
sofa,-0.6507385331482068,1.8344550649384244,0.6807615915815868
chair,-3.6179659497070804,3.9317313575658686,2.003152937906289
chair,-0.8140669601331034,1.8233998166573628,0.7098977025245461
person,-4.45508236634748,3.4508965168267105,1.8414411239088346
person,-0.6097029686938988,27.65572981764326,11.848391438932234
sofa,-0.6600181434517538,1.8368407472741897,0.6831466287826908
chair,-8.042988450440452,13.41322774567279,7.716728014189547
chair,-3.441516716183118,3.702335693558866,1.7480560975853332
chair,-0.8180663004606157,1.819705955451169,0.7059749220501621
sofa,-0.6498139459380448,1.8417979059093905,0.6845479851019955
chair,-3.5171128061926065,3.789036971235242,1.7925358178139423
person,-4.385275386213607,3.3998129297733657,1.8225209853171607
sofa,-0.6466359313703479,1.8384498596542742,0.6863222538722225
chair,-0.8060875906831144,1.8304902408841695,0.7141722998373818
chair,-3.6571264664393857,3.901461084151217,1.856644353342158
person,-4.323706994976892,3.328252350391466,1.7851816910475131
sofa,-0.6479483897693495,1.8360659549692853,0.6807615915815868
chair,-0.8186392524634543,1.824627445811655,0.7040965374814955
person,-4.365317279294782,3.37621172920574,1.825206823036884
sofa,-0.9079640017336249,1.8905189228232397,0.637901953423879
sofa,-0.56278545518613,1.9132217292740448,0.7047811796755588
person,-3.8572354687581263,3.803789909247027,1.6238513081004902
pottedplant,0.0,0.0,0.0
sofa,-0.46316501759541917,1.8762859020365654,0.8024586014482622
chair,-11.27905232208182,7.954366834135451,4.302504715975926
chair,-0.47199658818664314,1.8750179041816677,0.7467122814270091
chair,-3.254327205979171,3.6688810248729835,1.3463486513381708
person,-3.7292981233068687,4.2184271107456945,2.3486925581411793
pottedplant,-12.249834672357888,8.869966842811955,7.5043828922874685
sofa,-4.198559508392145,4.289640722189094,1.9614802648350707
sofa,-0.4239365273517112,1.8215632158550845,0.8145156466894892
chair,-0.43815737679213546,1.8343055879564978,0.7290863324221178
chair,0.0,0.0,0.0
person,-3.665429201421042,4.449819113107569,2.648916671093213
sofa,-0.4008309900728552,1.7916848624511725,0.8593431781204213
chair,-0.4008309900728552,1.7916848624511725,0.8593431781204213
pottedplant,-13.523417887215523,10.419370186546859,7.461323236983191
sofa,0.0,0.0,0.0
sofa,-0.36567138827196555,1.7945763710617912,0.9314550273657064
chair,-13.146770351745623,10.09420699122364,4.891253585759512
chair,-0.39871673630435106,1.7974415934714365,0.8525390790635968
chair,-2.707057597539835,3.792413834823387,1.3529992320274973
pottedplant,-15.940939573103886,12.228376147720017,9.74218035226505
sofa,-3.5359776340356905,3.774758848660137,1.5576158104083033
sofa,-0.3841496607400112,1.7715842336597154,0.9239405572052579
chair,-14.092674473570607,10.884176132135602,5.743123775615271
chair,-0.39497283824142715,1.7918159939485965,0.8562196537577756
chair,-0.7463930189371709,0.9629316128880938,0.3672074481663783
person,-3.6897922319783856,4.74257478091576,2.842684448292688
tvmonitor,-7.367016042565996,24.440091213767964,19.795842486251914
pottedplant,-10.6138931829245,8.875144803489844,6.8733838320461915
sofa,-0.6898052526314971,0.993896189209178,0.36776693338880007
sofa,-9.202276472750256,9.675965833568645,4.446648264121865
sofa,-0.32612499027431197,1.7847129703297773,0.9144980905980749
chair,-0.6898052526314971,0.993896189209178,0.36776693338880007
chair,-5.828550520771154,4.607203622907873,2.4495226934542735
chair,-9.202276472750256,9.675965833568645,4.446648264121865
chair,-0.337530656710314,1.7848621698665676,0.8323969061279185
person,-3.4973222606764756,4.915573741425856,2.903870174428257
pottedplant,-12.189242505849286,10.586702015545374,6.829755968756668
sofa,-0.3446880277108886,1.8280174809780754,0.8194653236693071
chair,-0.3446880277108886,1.8280174809780754,0.8194653236693071
chair,-6.305841076104199,5.085417274293889,2.2988560127067794
chair,-2.590861544336575,4.120806637975236,1.3670388985223363
tvmonitor,-6.56003294861868,16.27812476605267,11.791660872099982
pottedplant,-12.940485219256292,10.05800612751981,6.490202268275813
sofa,-13.36567872094085,10.19473047649877,4.550888149022727
sofa,-0.39009908150096323,1.8268656439664828,0.8278659568065673
chair,-0.40957204090030563,1.8261420759211149,0.8460873896578622
chair,-2.5824658957408357,4.543237014804985,2.490664178242871
chair,-2.759780050904864,3.9617042148606725,1.2934044491257786
chair,-13.36567872094085,10.19473047649877,4.550888149022727
sofa,-0.48648026560807034,1.797343935205322,0.8226801243746653
chair,-0.49687454458116964,1.8036497045390254,0.73021964056642
chair,-3.24616809402417,3.6038405821103288,1.2869757562123878
person,-3.9624350227316714,4.240659342279857,2.3694422521773486
person,-1.6894490138409015,11.623071842185107,8.032288684861966
sofa,-3.5694162352322203,3.4198105661336493,1.3650794569126945
sofa,-0.49881701769689124,1.7618536942747558,0.8252313447897981
chair,-0.5607016000603856,1.7559525061593573,0.8284896038082997
chair,-3.6808555280983217,3.5955527962584277,1.428956639500663
person,-3.967126463363784,3.886989491981751,2.393884265815245
sofa,-3.6973188871700433,3.5837155877023816,1.4324547651469957
